date,time,trade_section,signals,processed_at,fixed_signals
17/11/2024,05:31,- Long ETH x20- Long SOL x15- Long 1000SHIB x10- Short BNB x15- Short LTC x10- Short ICP x10⚠️,ETH:LONG:20;SOL:LONG:20;1000SHIB:LONG:20;BNB:LONG:15;LTC:SHORT:10;ICP:SHORT:15,2024-11-30 18:09:20 UTC,ETH:LONG:20;SOL:LONG:15;SHIB:LONG:10;BNB:SHORT:15;LTC:SHORT:10;ICP:SHORT:10
17/11/2024,08:31,1. Bitcoin (BTC) - Long x202. Ethereum (ETH) - Long x203. Cardano (ADA) - Long x104. Avalanche (AVAX) - Short x105. Ripple (XRP) - Short x106. Internet Computer (ICP) - Short x10---⚠️,BTC:LONG:1;ETH:LONG:1;ETH:LONG:20;ADA:LONG:20;ADA:LONG:20;AVAX:LONG:10;XRP:SHORT:10;XRP:SHORT:10;ICP:SHORT:10,2024-11-30 18:09:20 UTC,BTC:LONG:20;ETH:LONG:20;ADA:LONG:10;AVAX:SHORT:10;XRP:SHORT:10;ICP:SHORT:10
17/11/2024,11:31,**- **Long Trades:**  - ADA - Long x10  - ETH - Long x20  - XRP - Long x15- **Short Trades:**  - FTM - Short x10  - DOGE - Short x10  - SHIB - Short x10⚠️ **,ADA:LONG:10;ETH:LONG:10;XRP:LONG:10;FTM:LONG:15;DOGE:SHORT:10;1000SHIB:SHORT:10,2024-11-30 18:09:20 UTC,ADA:LONG:10;ETH:LONG:20;XRP:LONG:15;FTM:SHORT:10;DOGE:SHORT:10;SHIB:SHORT:10
17/11/2024,14:31,- Long ETH x20- Long LINK x15- Long TON x10- Short FTM x10- Short ADA x10- Short AVAX x15⚠️,ETH:LONG:20;TON:LONG:20;FTM:LONG:15;ADA:SHORT:10;AVAX:SHORT:10,2024-11-30 18:09:20 UTC,ETH:LONG:20;LINK:LONG:15;TON:LONG:10;FTM:SHORT:10;ADA:SHORT:10;AVAX:SHORT:15
17/11/2024,17:31,- Long BTC x20- Long ETH x20- Long TRX x15- Short ADA x10- Short GRT x10- Short DOGE x10⚠️,BTC:LONG:20;ETH:LONG:20;TRX:LONG:20;ADA:LONG:20;GRT:SHORT:15;DOGE:SHORT:10,2024-11-30 18:09:20 UTC,BTC:LONG:20;ETH:LONG:20;TRX:LONG:15;ADA:SHORT:10;GRT:SHORT:10;DOGE:SHORT:10
17/11/2024,20:31,**1. Long AVAX - Leverage x152. Long TRX - Leverage x103. Long ADA - Leverage x104. Short XRP - Leverage x105. Short SUI - Leverage x106. Short LTC - Leverage x10⚠️ **,AVAX:LONG:1;TRX:LONG:15;ADA:LONG:10;XRP:LONG:10;SUI:SHORT:10;LTC:SHORT:10,2024-11-30 18:09:20 UTC,AVAX:LONG:15;TRX:LONG:10;ADA:LONG:10;XRP:SHORT:10;SUI:SHORT:10;LTC:SHORT:10
17/11/2024,23:31,"**1. ADA - Long, x152. SUI - Long, x103. XRP - Long, x104. SOL - Short, x105. TRX - Short, x106. DOGE - Short, x10⚠️ **",ADA:LONG:1;SUI:LONG:1;XRP:LONG:15;SOL:LONG:10;TRX:LONG:10;DOGE:SHORT:10,2024-11-30 18:09:20 UTC,ADA:LONG:15;SUI:LONG:10;XRP:LONG:10;SOL:SHORT:10;TRX:SHORT:10;DOGE:SHORT:10
18/11/2024,02:31,1. BTC - Long x202. ETH - Long x203. FTM - Long x104. TRX - Short x105. ICP - Short x106. LTC - Short x15⚠️,BTC:LONG:1;ETH:LONG:1;FTM:LONG:20;TRX:LONG:20;ICP:LONG:10;LTC:SHORT:10,2024-11-30 18:09:20 UTC,BTC:LONG:20;ETH:LONG:20;FTM:LONG:10;TRX:SHORT:10;ICP:SHORT:10;LTC:SHORT:15
18/11/2024,05:31,- Long BTC x20- Long ETH x20- Short TAO x10- Short LTC x10- Long TRX x15- Short TON x10⚠️,BTC:LONG:20;ETH:LONG:20;TAO:LONG:20;LTC:SHORT:20;TRX:SHORT:10;TON:LONG:10,2024-11-30 18:09:20 UTC,BTC:LONG:20;ETH:LONG:20;TAO:SHORT:10;LTC:SHORT:10;TRX:LONG:15;TON:SHORT:10
18/11/2024,08:31,**1. BTC - Short x202. ETH - Long x203. DOGE - Short x104. SHIBA - Long x105. SUI - Short x106. GRT - Long x15⚠️ **,BTC:SHORT:1;ETH:SHORT:1;DOGE:SHORT:20;SUI:SHORT:10;GRT:LONG:10,2024-11-30 18:09:20 UTC,BTC:SHORT:20;ETH:LONG:20;DOGE:SHORT:10;SHIBA:LONG:10;SUI:SHORT:10;GRT:LONG:15
18/11/2024,11:31,"**- **BTCUSDT: Long, x20 Leverage**- **ETHUSDT: Long, x20 Leverage**- **TONUSDT: Long, x15 Leverage**- **LINKUSDT: Short, x10 Leverage**- **SOLUSDT: Short, x10 Leverage**- **ADAUSDT: Short, x10 Leverage**⚠️ **",BTC:LONG:20;ETH:LONG:20;TON:LONG:20;SOL:SHORT:10;ADA:SHORT:10,2024-11-30 18:09:20 UTC,BTC:LONG:20;ETH:LONG:20;TON:LONG:15;LINK:SHORT:10;SOL:SHORT:10;ADA:SHORT:10
18/11/2024,14:31,- Long BTC x20- Long TRX x10- Long UNI x15- Short SUI x10- Short SOL x10- Short ADA x10⚠️,BTC:LONG:20;TRX:LONG:20;UNI:LONG:20;SUI:LONG:10;SOL:SHORT:15;ADA:SHORT:10,2024-11-30 18:09:20 UTC,BTC:LONG:20;TRX:LONG:10;UNI:LONG:15;SUI:SHORT:10;SOL:SHORT:10;ADA:SHORT:10
18/11/2024,17:31,- Long TAOUSDT x10- Long ADAUSDT x10- Long AVAXUSDT x15- Short XRPUSDT x10- Short TRXUSDT x10- Short DOGEUSDT x10⚠️,TAO:LONG:10;ADA:LONG:10;AVAX:LONG:10;XRP:LONG:10;TRX:SHORT:15;DOGE:SHORT:10,2024-11-30 18:09:20 UTC,TAO:LONG:10;ADA:LONG:10;AVAX:LONG:15;XRP:SHORT:10;TRX:SHORT:10;DOGE:SHORT:10
18/11/2024,20:31,1. BTC - Short - x202. ETH - Long - x203. XRP - Long - x154. DOGE - Short - x105. ICP - Short - x106. ADA - Long - x15⚠️,BTC:SHORT:1;ETH:SHORT:1;XRP:SHORT:20;DOGE:LONG:20;ICP:LONG:15;ADA:SHORT:10,2024-11-30 18:09:20 UTC,BTC:SHORT:20;ETH:LONG:20;XRP:LONG:15;DOGE:SHORT:10;ICP:SHORT:10;ADA:LONG:15
18/11/2024,23:31,- Long Bitcoin (BTCUSDT) x20- Short Graph Token (GRTUSDT) x10- Long Toncoin (TONUSDT) x15- Short Internet Computer (ICPUSDT) x10- Long Cardano (ADAUSDT) x15- Short Litecoin (LTCUSDT) x10⚠️,BTC:LONG:20;GRT:SHORT:20;TON:LONG:10;ICP:SHORT:15;ADA:LONG:10;LTC:LONG:15;LTC:SHORT:15,2024-11-30 18:09:20 UTC,BTC:LONG:20;GRT:SHORT:10;TON:LONG:15;ICP:SHORT:10;ADA:LONG:15;LTC:SHORT:10
19/11/2024,02:31,"1. LTC - Long, x102. ETH - Long, x203. BNB - Long, x154. XRP - Short, x105. ICP - Short, x106. STX - Short, x10⚠️",LTC:LONG:1;ETH:LONG:1;BNB:LONG:10;XRP:LONG:20;ICP:LONG:15;STX:SHORT:10,2024-11-30 18:09:20 UTC,LTC:LONG:10;ETH:LONG:20;BNB:LONG:15;XRP:SHORT:10;ICP:SHORT:10;STX:SHORT:10
19/11/2024,05:31,1. SOLUSDT Long x102. 1000SHIBUSDT Long x103. ICPUSDT Long x104. TRXUSDT Short x155. AVAXUSDT Short x156. ADAUSDT Short x15⚠️,SOL:LONG:1;1000SHIB:LONG:1;ICP:LONG:10;TRX:LONG:10;AVAX:LONG:10;ADA:SHORT:15,2024-11-30 18:09:20 UTC,SOL:LONG:10;SHIB:LONG:10;ICP:LONG:10;TRX:SHORT:15;AVAX:SHORT:15;ADA:SHORT:15
19/11/2024,08:31,"**- BTCUSDT: Long, Leverage x20- ETHUSDT: Short, Leverage x20- GRTUSDT: Long, Leverage x10- ADAUSDT: Short, Leverage x15- UNIUSDT: Long, Leverage x10- AVAXUSDT: Short, Leverage x15⚠️ **",BTC:LONG:20;ETH:LONG:20;GRT:SHORT:20;ADA:LONG:20;UNI:SHORT:10;AVAX:LONG:15,2024-11-30 18:09:20 UTC,BTC:LONG:20;ETH:SHORT:20;GRT:LONG:10;ADA:SHORT:15;UNI:LONG:10;AVAX:SHORT:15
19/11/2024,11:31,**- **Long**:   1. BTC - x20 Leverage    2. ETH - x20 Leverage    3. LINK - x15 Leverage  - **Short**:   1. TON - x10 Leverage    2. TRX - x10 Leverage    3. ICP - x10 Leverage  ⚠️ **,BTC:LONG:1;TON:SHORT:15,2024-11-30 18:09:20 UTC,BTC:LONG:20;ETH:LONG:20;LINK:LONG:15;TON:SHORT:10;TRX:SHORT:10;ICP:SHORT:10
